onset	duration	stim	trial_number	trial_type	trial_structure	trial_length	sequential_position	probe_type	probe	probe_position	response_correct	response_key	response_time
0.062199999999997146	0.0	+	1	noun	phrase	2	1	match	cendrier	4	1	y	0.3989
0.5453999999999937	0.2	gmv	1	noun	phrase	2	2	match	cendrier	4	1	y	0.3989
0.7453000000000003	0.0	+	1	noun	phrase	2	3	match	cendrier	4	1	y	0.3989
1.1450999999999993	0.2	ptxf	1	noun	phrase	2	4	match	cendrier	4	1	y	0.3989
1.3449999999999989	0.0	+	1	noun	phrase	2	5	match	cendrier	4	1	y	0.3989
1.744799999999998	0.2	wvrh	1	noun	phrase	2	6	match	cendrier	4	1	y	0.3989
1.9447999999999936	0.0	+	1	noun	phrase	2	7	match	cendrier	4	1	y	0.3989
2.3446	0.2	cendrier	1	noun	phrase	2	8	match	cendrier	4	1	y	0.3989
2.5444999999999993	0.0	+	1	noun	phrase	2	9	match	cendrier	4	1	y	0.3989
2.9442999999999984	0.2	noir	1	noun	phrase	2	10	match	cendrier	4	1	y	0.3989
3.144199999999998	0.0	+	1	noun	phrase	2	11	match	cendrier	4	1	y	0.3989
3.5441000000000003	0.0	+	1	noun	phrase	2	12	match	cendrier	4	1	y	0.3989
5.543199999999999	0.0	CENDRIER	1	noun	phrase	2	13	match	cendrier	4	1	y	0.3989
6.009599999999999	0.0	+	1	noun	phrase	2	14	match	cendrier	4	1	y	0.3989
5.9421000000000035	0.0	[response]	1	noun	phrase	2	15	match	cendrier	4	1	y	0.3989
7.942099999999996	0.0	+	2	noun	phrase	4	1	nomatch	rocher	-1	1	p	0.53691
8.491899999999994	0.2	kpdzbt	2	noun	phrase	4	2	nomatch	rocher	-1	1	p	0.53691
8.691799999999994	0.0	+	2	noun	phrase	4	3	nomatch	rocher	-1	1	p	0.53691
9.091599999999993	0.2	sous	2	noun	phrase	4	4	nomatch	rocher	-1	1	p	0.53691
9.291499999999992	0.0	+	2	noun	phrase	4	5	nomatch	rocher	-1	1	p	0.53691
9.691399999999994	0.2	leur	2	noun	phrase	4	6	nomatch	rocher	-1	1	p	0.53691
9.9082	0.0	+	2	noun	phrase	4	7	nomatch	rocher	-1	1	p	0.53691
10.291800000000002	0.2	grand	2	noun	phrase	4	8	nomatch	rocher	-1	1	p	0.53691
10.491300000000003	0.0	+	2	noun	phrase	4	9	nomatch	rocher	-1	1	p	0.53691
10.890999999999998	0.2	casier	2	noun	phrase	4	10	nomatch	rocher	-1	1	p	0.53691
11.090699999999991	0.0	+	2	noun	phrase	4	11	nomatch	rocher	-1	1	p	0.53691
11.490599999999993	0.0	+	2	noun	phrase	4	12	nomatch	rocher	-1	1	p	0.53691
13.490400000000001	0.0	ROCHER	2	noun	phrase	4	13	nomatch	rocher	-1	1	p	0.53691
14.139400000000002	0.0	+	2	noun	phrase	4	14	nomatch	rocher	-1	1	p	0.53691
14.027300000000004	0.0	[response]	2	noun	phrase	4	15	nomatch	rocher	-1	1	p	0.53691
15.888600000000004	0.0	+	3	noun	phrase	1	1	match	cendrier	5	1	y	0.40757
16.438399999999994	0.2	jwgz	3	noun	phrase	1	2	match	cendrier	5	1	y	0.40757
16.638299999999994	0.0	+	3	noun	phrase	1	3	match	cendrier	5	1	y	0.40757
17.0721	0.2	ptxf	3	noun	phrase	1	4	match	cendrier	5	1	y	0.40757
17.255199999999995	0.0	+	3	noun	phrase	1	5	match	cendrier	5	1	y	0.40757
17.6385	0.2	hfs	3	noun	phrase	1	6	match	cendrier	5	1	y	0.40757
17.854599999999998	0.0	+	3	noun	phrase	1	7	match	cendrier	5	1	y	0.40757
18.237599999999993	0.2	smlc	3	noun	phrase	1	8	match	cendrier	5	1	y	0.40757
18.437499999999993	0.0	+	3	noun	phrase	1	9	match	cendrier	5	1	y	0.40757
18.837299999999992	0.2	cendrier	3	noun	phrase	1	10	match	cendrier	5	1	y	0.40757
19.037299999999995	0.0	+	3	noun	phrase	1	11	match	cendrier	5	1	y	0.40757
19.437099999999994	0.0	+	3	noun	phrase	1	12	match	cendrier	5	1	y	0.40757
21.4364	0.0	CENDRIER	3	noun	phrase	1	13	match	cendrier	5	1	y	0.40757
21.902700000000003	0.0	+	3	noun	phrase	1	14	match	cendrier	5	1	y	0.40757
21.843899999999998	0.0	[response]	3	noun	phrase	1	15	match	cendrier	5	1	y	0.40757
23.83509999999999	0.0	+	4	noun	list	1	1	nomatch	tôt	-1	1	p	0.60543
24.384899999999995	0.2	ptzlb	4	noun	list	1	2	nomatch	tôt	-1	1	p	0.60543
24.584799999999994	0.0	+	4	noun	list	1	3	nomatch	tôt	-1	1	p	0.60543
24.984599999999993	0.2	hsnx	4	noun	list	1	4	nomatch	tôt	-1	1	p	0.60543
25.184499999999993	0.0	+	4	noun	list	1	5	nomatch	tôt	-1	1	p	0.60543
25.584899999999998	0.2	jq	4	noun	list	1	6	nomatch	tôt	-1	1	p	0.60543
25.784699999999994	0.0	+	4	noun	list	1	7	nomatch	tôt	-1	1	p	0.60543
26.1847	0.2	mkgprb	4	noun	list	1	8	nomatch	tôt	-1	1	p	0.60543
26.401400000000002	0.0	+	4	noun	list	1	9	nomatch	tôt	-1	1	p	0.60543
26.783799999999992	0.2	vite	4	noun	list	1	10	nomatch	tôt	-1	1	p	0.60543
26.983799999999995	0.0	+	4	noun	list	1	11	nomatch	tôt	-1	1	p	0.60543
27.383599999999994	0.0	+	4	noun	list	1	12	nomatch	tôt	-1	1	p	0.60543
29.399399999999993	0.0	TÔT	4	noun	list	1	13	nomatch	tôt	-1	1	p	0.60543
30.132399999999997	0.0	+	4	noun	list	1	14	nomatch	tôt	-1	1	p	0.60543
30.004799999999996	0.0	[response]	4	noun	list	1	15	nomatch	tôt	-1	1	p	0.60543
39.82829999999999	0.0	+	5	verb	list	3	1	nomatch	tard	-1	1	p	0.55055
40.3448	0.2	bmvqpw	5	verb	list	3	2	nomatch	tard	-1	1	p	0.55055
40.5615	0.0	+	5	verb	list	3	3	nomatch	tard	-1	1	p	0.55055
40.94429999999999	0.2	ptxf	5	verb	list	3	4	nomatch	tard	-1	1	p	0.55055
41.14419999999999	0.0	+	5	verb	list	3	5	nomatch	tard	-1	1	p	0.55055
41.544000000000004	0.2	va	5	verb	list	3	6	nomatch	tard	-1	1	p	0.55055
41.743900000000004	0.0	+	5	verb	list	3	7	nomatch	tard	-1	1	p	0.55055
42.1437	0.2	petit	5	verb	list	3	8	nomatch	tard	-1	1	p	0.55055
42.34369999999999	0.0	+	5	verb	list	3	9	nomatch	tard	-1	1	p	0.55055
42.74349999999999	0.2	chasser	5	verb	list	3	10	nomatch	tard	-1	1	p	0.55055
42.9438	0.0	+	5	verb	list	3	11	nomatch	tard	-1	1	p	0.55055
43.34329999999999	0.0	+	5	verb	list	3	12	nomatch	tard	-1	1	p	0.55055
45.3423	0.0	TARD	5	verb	list	3	13	nomatch	tard	-1	1	p	0.55055
45.9587	0.0	+	5	verb	list	3	14	nomatch	tard	-1	1	p	0.55055
45.89289999999999	0.0	[response]	5	verb	list	3	15	nomatch	tard	-1	1	p	0.55055
47.7413	0.0	+	6	noun	list	1	1	match	casier	5	1	y	0.5407800000000001
48.291000000000004	0.2	lzd	6	noun	list	1	2	match	casier	5	1	y	0.5407800000000001
48.49099999999999	0.0	+	6	noun	list	1	3	match	casier	5	1	y	0.5407800000000001
48.89079999999999	0.2	hgvw	6	noun	list	1	4	match	casier	5	1	y	0.5407800000000001
49.09069999999999	0.0	+	6	noun	list	1	5	match	casier	5	1	y	0.5407800000000001
49.49049999999999	0.2	wvrh	6	noun	list	1	6	match	casier	5	1	y	0.5407800000000001
49.690400000000004	0.0	+	6	noun	list	1	7	match	casier	5	1	y	0.5407800000000001
50.09029999999999	0.2	sjxrn	6	noun	list	1	8	match	casier	5	1	y	0.5407800000000001
50.29019999999999	0.0	+	6	noun	list	1	9	match	casier	5	1	y	0.5407800000000001
50.6903	0.2	casier	6	noun	list	1	10	match	casier	5	1	y	0.5407800000000001
50.9073	0.0	+	6	noun	list	1	11	match	casier	5	1	y	0.5407800000000001
51.2901	0.0	+	6	noun	list	1	12	match	casier	5	1	y	0.5407800000000001
53.2888	0.0	CASIER	6	noun	list	1	13	match	casier	5	1	y	0.5407800000000001
53.888600000000004	0.0	+	6	noun	list	1	14	match	casier	5	1	y	0.5407800000000001
53.82959999999999	0.0	[response]	6	noun	list	1	15	match	casier	5	1	y	0.5407800000000001
55.6878	0.0	+	7	noun	list	3	1	nomatch	plus	-1	1	p	0.72914
56.23749999999999	0.2	tgvj	7	noun	list	3	2	nomatch	plus	-1	1	p	0.72914
56.43749999999999	0.0	+	7	noun	list	3	3	nomatch	plus	-1	1	p	0.72914
56.83729999999999	0.2	kxqr	7	noun	list	3	4	nomatch	plus	-1	1	p	0.72914
57.0546	0.0	+	7	noun	list	3	5	nomatch	plus	-1	1	p	0.72914
57.4372	0.2	peut	7	noun	list	3	6	nomatch	plus	-1	1	p	0.72914
57.63689999999999	0.0	+	7	noun	list	3	7	nomatch	plus	-1	1	p	0.72914
58.03679999999999	0.2	grenier	7	noun	list	3	8	nomatch	plus	-1	1	p	0.72914
58.23669999999999	0.0	+	7	noun	list	3	9	nomatch	plus	-1	1	p	0.72914
58.63649999999999	0.2	tard	7	noun	list	3	10	nomatch	plus	-1	1	p	0.72914
58.83639999999999	0.0	+	7	noun	list	3	11	nomatch	plus	-1	1	p	0.72914
59.23669999999999	0.0	+	7	noun	list	3	12	nomatch	plus	-1	1	p	0.72914
61.2353	0.0	PLUS	7	noun	list	3	13	nomatch	plus	-1	1	p	0.72914
