onset	duration	stim	trial_number	trial_type	trial_structure	trial_length	sequential_position	probe_type	probe	probe_position	response_correct	response_key	response_time
0.06090000000000373	0.0	+	1	noun	phrase	4	1	match	leur	3	1	p	1.4552
0.5452999999999975	0.2	dsmgp	1	noun	phrase	4	2	match	leur	3	1	p	1.4552
0.7441000000000031	0.0	+	1	noun	phrase	4	3	match	leur	3	1	p	1.4552
1.1441000000000088	0.2	sans	1	noun	phrase	4	4	match	leur	3	1	p	1.4552
1.3440999999999974	0.0	+	1	noun	phrase	4	5	match	leur	3	1	p	1.4552
1.744100000000003	0.2	leur	1	noun	phrase	4	6	match	leur	3	1	p	1.4552
1.9440000000000026	0.0	+	1	noun	phrase	4	7	match	leur	3	1	p	1.4552
2.3440000000000083	0.2	grand	1	noun	phrase	4	8	match	leur	3	1	p	1.4552
2.543999999999997	0.0	+	1	noun	phrase	4	9	match	leur	3	1	p	1.4552
2.9440000000000026	0.2	cendrier	1	noun	phrase	4	10	match	leur	3	1	p	1.4552
3.1440000000000055	0.0	+	1	noun	phrase	4	11	match	leur	3	1	p	1.4552
3.543900000000008	0.0	+	1	noun	phrase	4	12	match	leur	3	1	p	1.4552
5.5438000000000045	0.0	LEUR	1	noun	phrase	4	13	match	leur	3	1	p	1.4552
7.060299999999998	0.0	+	1	noun	phrase	4	14	match	leur	3	1	p	1.4552
6.999000000000009	0.0	[response]	1	noun	phrase	4	15	match	leur	3	1	p	1.4552
7.9436000000000035	0.0	+	2	noun	phrase	4	1	nomatch	va	-1	1	y	0.68459
8.493499999999997	0.2	dfcbs	2	noun	phrase	4	2	nomatch	va	-1	1	y	0.68459
8.6935	0.0	+	2	noun	phrase	4	3	nomatch	va	-1	1	y	0.68459
9.093500000000006	0.2	dans	2	noun	phrase	4	4	nomatch	va	-1	1	y	0.68459
9.293500000000009	0.0	+	2	noun	phrase	4	5	nomatch	va	-1	1	y	0.68459
9.6935	0.2	mon	2	noun	phrase	4	6	nomatch	va	-1	1	y	0.68459
9.8934	0.0	+	2	noun	phrase	4	7	nomatch	va	-1	1	y	0.68459
10.293400000000005	0.2	vieux	2	noun	phrase	4	8	nomatch	va	-1	1	y	0.68459
10.493400000000008	0.0	+	2	noun	phrase	4	9	nomatch	va	-1	1	y	0.68459
10.8934	0.2	sablier	2	noun	phrase	4	10	nomatch	va	-1	1	y	0.68459
11.0933	0.0	+	2	noun	phrase	4	11	nomatch	va	-1	1	y	0.68459
11.493300000000005	0.0	+	2	noun	phrase	4	12	nomatch	va	-1	1	y	0.68459
13.493200000000002	0.0	VA	2	noun	phrase	4	13	nomatch	va	-1	1	y	0.68459
14.243099999999998	0.0	+	2	noun	phrase	4	14	nomatch	va	-1	1	y	0.68459
14.177800000000005	0.0	[response]	2	noun	phrase	4	15	nomatch	va	-1	1	y	0.68459
15.893	0.0	+	3	noun	list	3	1	match	tard	5	1	p	1.0822
16.44290000000001	0.2	qsjcf	3	noun	list	3	2	match	tard	5	1	p	1.0822
16.642899999999997	0.0	+	3	noun	list	3	3	match	tard	5	1	p	1.0822
17.042900000000003	0.2	qlk	3	noun	list	3	4	match	tard	5	1	p	1.0822
17.242900000000006	0.0	+	3	noun	list	3	5	match	tard	5	1	p	1.0822
17.64280000000001	0.2	doit	3	noun	list	3	6	match	tard	5	1	p	1.0822
17.842799999999997	0.0	+	3	noun	list	3	7	match	tard	5	1	p	1.0822
18.242800000000003	0.2	rocher	3	noun	list	3	8	match	tard	5	1	p	1.0822
18.442800000000005	0.0	+	3	noun	list	3	9	match	tard	5	1	p	1.0822
18.842799999999997	0.2	tard	3	noun	list	3	10	match	tard	5	1	p	1.0822
19.042699999999996	0.0	+	3	noun	list	3	11	match	tard	5	1	p	1.0822
19.442700000000002	0.0	+	3	noun	list	3	12	match	tard	5	1	p	1.0822
21.4426	0.0	TARD	3	noun	list	3	13	match	tard	5	1	p	1.0822
22.5925	0.0	+	3	noun	list	3	14	match	tard	5	1	p	1.0822
